,wave,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,met,decision,decision_o,match,id_col
6852,18.0,male,33.0,27.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,5.0,Electrical Engineering,10.0,20.0,20.0,20.0,10.0,20.0,7.0,9.0,8.0,7.0,9.0,2.0,30.0,30.0,10.0,10.0,0.0,20.0,4.0,9.0,6.0,8.0,2.0,6.0,7.0,7.0,6.0,8.0,4.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,0.13,8.0,3.0,6.0,0.0,b'1',b'0',0,6852
6853,18.0,male,33.0,24.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,5.0,Electrical Engineering,10.0,25.0,20.0,16.0,20.0,9.0,4.0,9.0,7.0,3.0,7.0,3.0,30.0,30.0,10.0,10.0,0.0,20.0,4.0,9.0,6.0,8.0,2.0,6.0,10.0,7.0,6.0,6.0,5.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,-0.09,8.0,3.0,7.0,0.0,b'0',b'0',0,6852
6854,18.0,male,33.0,29.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,5.0,Electrical Engineering,25.0,20.0,15.0,10.0,15.0,15.0,4.0,6.0,6.0,4.0,4.0,3.0,30.0,30.0,10.0,10.0,0.0,20.0,4.0,9.0,6.0,8.0,2.0,8.0,6.0,8.0,8.0,8.0,4.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,-0.28,8.0,3.0,6.0,0.0,b'1',b'0',0,6852
6855,18.0,male,33.0,55.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,5.0,Electrical Engineering,25.0,0.0,25.0,25.0,0.0,25.0,4.0,7.0,9.0,6.0,8.0,5.0,30.0,30.0,10.0,10.0,0.0,20.0,4.0,9.0,6.0,8.0,2.0,6.0,10.0,6.0,9.0,4.0,6.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,-0.17,8.0,3.0,7.0,0.0,b'1',b'0',0,6852
6856,18.0,male,33.0,29.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,5.0,Electrical Engineering,50.0,5.0,25.0,20.0,0.0,0.0,4.0,9.0,6.0,7.0,8.0,7.0,30.0,30.0,10.0,10.0,0.0,20.0,4.0,9.0,6.0,8.0,2.0,8.0,7.0,7.0,7.0,6.0,5.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,-0.44,8.0,3.0,7.0,0.0,b'1',b'1',1,6852
6857,18.0,male,33.0,26.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,5.0,Electrical Engineering,30.0,10.0,10.0,30.0,10.0,10.0,2.0,10.0,5.0,1.0,5.0,2.0,30.0,30.0,10.0,10.0,0.0,20.0,4.0,9.0,6.0,8.0,2.0,8.0,6.0,7.0,6.0,7.0,4.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,0.2,8.0,3.0,7.0,0.0,b'1',b'0',0,6852
6858,18.0,male,23.0,27.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,3.0,2.0,physics,10.0,20.0,20.0,20.0,10.0,20.0,7.0,9.0,9.0,8.0,8.0,5.0,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,7.0,8.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,-0.09,5.0,0.0,5.0,0.0,b'0',b'0',0,6858
6859,18.0,male,23.0,24.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,3.0,2.0,physics,10.0,25.0,20.0,16.0,20.0,9.0,5.0,8.0,8.0,6.0,8.0,4.0,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,7.0,8.0,7.0,4.0,7.0,6.0,6.0,5.0,8.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,-0.22,5.0,0.0,5.0,0.0,b'0',b'1',0,6858
6860,18.0,male,23.0,29.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,3.0,2.0,physics,25.0,20.0,15.0,10.0,15.0,15.0,6.0,8.0,8.0,7.0,9.0,3.0,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,7.0,8.0,7.0,5.0,6.0,6.0,5.0,7.0,5.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,-0.02,5.0,0.0,6.0,0.0,b'1',b'0',0,6858
6861,18.0,male,23.0,55.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,3.0,2.0,physics,25.0,0.0,25.0,25.0,0.0,25.0,6.0,7.0,8.0,8.0,7.0,6.0,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,7.0,8.0,7.0,4.0,8.0,5.0,6.0,6.0,5.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,-0.15,5.0,0.0,7.0,0.0,b'0',b'1',0,6858
6862,18.0,male,23.0,29.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,3.0,2.0,physics,50.0,5.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,6.0,7.0,6.0,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,7.0,8.0,7.0,6.0,4.0,7.0,4.0,7.0,5.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,-0.35,5.0,0.0,6.0,0.0,b'0',b'1',0,6858
6863,18.0,male,23.0,26.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,3.0,2.0,physics,30.0,10.0,10.0,30.0,10.0,10.0,5.0,10.0,8.0,4.0,5.0,2.0,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,7.0,8.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,-0.26,5.0,0.0,7.0,0.0,b'0',b'0',0,6858
6864,18.0,male,33.0,27.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,1.0,MBA,10.0,20.0,20.0,20.0,10.0,20.0,8.0,8.0,9.0,8.0,9.0,5.0,15.0,15.0,15.0,20.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,-0.03,5.0,1.0,6.0,0.0,b'0',b'1',0,6864
6865,18.0,male,33.0,24.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,1.0,MBA,10.0,25.0,20.0,16.0,20.0,9.0,7.0,7.0,8.0,9.0,8.0,7.0,15.0,15.0,15.0,20.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,6.0,9.0,8.0,5.0,8.0,6.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,-0.24,5.0,1.0,5.0,0.0,b'0',b'1',0,6864
6866,18.0,male,33.0,29.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,1.0,MBA,25.0,20.0,15.0,10.0,15.0,15.0,6.0,8.0,7.0,8.0,8.0,6.0,15.0,15.0,15.0,20.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,8.0,5.0,6.0,7.0,8.0,8.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,-0.43,5.0,1.0,6.0,0.0,b'1',b'0',0,6864
6867,18.0,male,33.0,55.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,1.0,MBA,25.0,0.0,25.0,25.0,0.0,25.0,8.0,7.0,8.0,8.0,8.0,6.0,15.0,15.0,15.0,20.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,5.0,9.0,9.0,5.0,4.0,2.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,-0.35,5.0,1.0,5.0,0.0,b'0',b'1',0,6864
6868,18.0,male,33.0,29.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,1.0,MBA,50.0,5.0,25.0,20.0,0.0,0.0,8.0,8.0,9.0,9.0,8.0,6.0,15.0,15.0,15.0,20.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,5.0,7.0,7.0,9.0,9.0,8.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,-0.33,5.0,1.0,5.0,1.0,b'1',b'1',1,6864
6869,18.0,male,33.0,26.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,1.0,MBA,30.0,10.0,10.0,30.0,10.0,10.0,5.0,5.0,8.0,5.0,5.0,2.0,15.0,15.0,15.0,20.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,-0.25,5.0,1.0,5.0,0.0,b'1',b'0',0,6864
6870,18.0,male,23.0,27.0,European/Caucasian-American,European/Caucasian-American,1,1.0,3.0,art history,10.0,20.0,20.0,20.0,10.0,20.0,7.0,9.0,7.0,7.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,8.0,7.0,5.0,6.0,7.0,7.0,6.0,7.0,5.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,0.57,4.0,1.0,6.0,0.0,b'1',b'0',0,6870
6871,18.0,male,23.0,24.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,3.0,art history,10.0,25.0,20.0,16.0,20.0,9.0,5.0,6.0,8.0,6.0,7.0,3.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,8.0,7.0,5.0,4.0,7.0,7.0,6.0,7.0,7.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,0.41,4.0,1.0,8.0,0.0,b'1',b'0',0,6870
6872,18.0,male,23.0,29.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,3.0,art history,25.0,20.0,15.0,10.0,15.0,15.0,4.0,4.0,5.0,4.0,4.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,8.0,7.0,5.0,8.0,7.0,7.0,6.0,8.0,5.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,-0.02,4.0,1.0,7.0,0.0,b'1',b'0',0,6870
6873,18.0,male,23.0,55.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,3.0,art history,25.0,0.0,25.0,25.0,0.0,25.0,7.0,8.0,5.0,10.0,7.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,8.0,7.0,5.0,5.0,10.0,7.0,6.0,7.0,5.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,0.61,4.0,1.0,8.0,0.0,b'0',b'1',0,6870
6874,18.0,male,23.0,29.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,3.0,art history,50.0,5.0,25.0,20.0,0.0,0.0,5.0,5.0,3.0,4.0,1.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,8.0,7.0,5.0,5.0,7.0,7.0,6.0,9.0,5.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,-0.42,4.0,1.0,8.0,0.0,b'0',b'0',0,6870
6875,18.0,male,23.0,26.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,3.0,art history,30.0,10.0,10.0,30.0,10.0,10.0,3.0,5.0,5.0,5.0,2.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,8.0,7.0,5.0,8.0,7.0,7.0,6.0,8.0,4.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,0.25,4.0,1.0,9.0,0.0,b'1',b'0',0,6870
6876,19.0,female,24.0,23.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,working,25.0,20.0,15.0,20.0,5.0,15.0,5.0,7.0,7.0,6.0,6.0,4.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,5.0,7.0,5.5,4.0,4.0,3.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.7,5.0,0.0,4.0,0.0,b'0',b'0',0,6876
6877,19.0,female,24.0,30.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,working,20.0,10.0,22.0,20.0,15.0,13.0,7.0,6.0,7.0,6.0,8.0,6.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,2.0,3.0,4.0,2.0,7.0,3.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.14,5.0,0.0,2.0,0.0,b'0',b'0',0,6876
6878,19.0,female,24.0,28.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,working,40.0,20.0,20.0,20.0,0.0,0.0,7.0,10.0,9.0,9.0,6.0,3.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.74,5.0,0.0,2.0,0.0,b'0',b'0',0,6876
6879,19.0,female,24.0,31.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,1.0,working,16.0,16.0,20.0,16.0,16.0,16.0,10.0,6.0,10.0,10.0,7.0,5.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,2.0,3.0,7.0,0.0,8.0,0.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.43,5.0,0.0,2.0,0.0,b'0',b'1',0,6876
6880,19.0,female,24.0,29.0,European/Caucasian-American,Black/African American,0,1.0,1.0,working,20.0,15.0,20.0,15.0,15.0,15.0,9.0,10.0,10.0,9.0,10.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.36,5.0,0.0,0.0,0.0,b'0',b'1',0,6876
6881,19.0,female,24.0,32.0,European/Caucasian-American,Latino/Hispanic American,0,1.0,1.0,working,20.0,20.0,20.0,15.0,10.0,15.0,7.0,8.0,7.0,9.0,6.0,7.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,3.0,7.0,7.0,2.0,9.0,2.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.4,5.0,0.0,3.0,0.0,b'0',b'1',0,6876
6882,19.0,female,24.0,24.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,1.0,working,25.0,26.0,15.0,10.0,9.0,15.0,7.0,6.0,8.0,5.0,7.0,2.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,1.0,2.0,5.0,1.0,7.0,0.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.46,5.0,0.0,1.0,0.0,b'0',b'1',0,6876
6883,19.0,female,24.0,29.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,1.0,working,15.0,20.0,20.0,20.0,5.0,20.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,2.0,6.0,7.0,5.0,7.0,2.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.31,5.0,0.0,5.0,0.0,b'0',b'1',0,6876
6884,19.0,female,24.0,28.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,working,20.0,10.0,20.0,20.0,20.0,0.0,8.0,6.0,8.0,8.0,6.0,5.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,5.0,6.0,6.0,5.0,5.0,3.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,-0.03,5.0,0.0,5.0,0.0,b'0',b'1',0,6876
6885,19.0,female,24.0,29.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,working,30.0,15.0,20.0,10.0,10.0,15.0,7.0,9.0,8.0,7.0,6.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,0.0,4.0,6.0,4.0,5.0,2.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.43,5.0,0.0,2.0,0.0,b'0',b'1',0,6876
6886,19.0,female,24.0,29.0,European/Caucasian-American,Latino/Hispanic American,0,1.0,1.0,working,30.0,10.0,25.0,20.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.35,5.0,0.0,3.0,0.0,b'0',b'1',0,6876
6887,19.0,female,24.0,30.0,European/Caucasian-American,Other,0,1.0,1.0,working,30.0,0.0,30.0,30.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,7.0,6.0,8.0,5.0,7.0,1.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.16,5.0,0.0,5.0,0.0,b'0',b'0',0,6876
6888,19.0,female,24.0,20.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,1.0,working,30.0,10.0,10.0,30.0,10.0,10.0,8.0,7.0,9.0,6.0,10.0,10.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,6.0,5.0,8.0,7.0,6.0,3.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,-0.01,5.0,0.0,6.0,0.0,b'0',b'0',0,6876
6889,19.0,female,24.0,30.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,working,25.0,25.0,25.0,25.0,0.0,0.0,9.0,8.0,7.0,9.0,7.0,7.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,4.0,8.0,7.0,7.0,6.0,7.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,0.25,5.0,0.0,7.0,0.0,b'0',b'1',0,6876
6890,19.0,female,24.0,32.0,European/Caucasian-American,Other,0,1.0,1.0,working,20.0,20.0,20.0,15.0,15.0,10.0,7.0,7.0,6.0,7.0,5.0,7.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,5.0,2.0,3.0,6.0,2.0,5.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,-0.05,5.0,0.0,5.0,0.0,b'0',b'1',0,6876
6891,19.0,female,24.0,23.0,European/Caucasian-American,European/Caucasian-American,1,7.0,4.0,Consulting,25.0,20.0,15.0,20.0,5.0,15.0,8.0,8.0,7.0,8.0,6.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0,8.0,7.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,0.65,7.0,4.0,7.0,0.0,b'1',b'1',1,6891
6892,19.0,female,24.0,30.0,European/Caucasian-American,European/Caucasian-American,1,7.0,4.0,Consulting,20.0,10.0,22.0,20.0,15.0,13.0,8.0,6.0,6.0,6.0,8.0,6.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0,10.0,8.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,0.12,7.0,4.0,7.0,0.0,b'1',b'1',1,6891
6893,19.0,female,24.0,28.0,European/Caucasian-American,European/Caucasian-American,1,7.0,4.0,Consulting,40.0,20.0,20.0,20.0,0.0,0.0,7.0,8.0,9.0,9.0,7.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,8.0,9.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,0.83,7.0,4.0,7.0,0.0,b'0',b'0',0,6891
6894,19.0,female,24.0,31.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,7.0,4.0,Consulting,16.0,16.0,20.0,16.0,16.0,16.0,9.0,6.0,8.0,7.0,7.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,6.0,10.0,8.0,6.0,7.0,6.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,0.56,7.0,4.0,7.0,0.0,b'0',b'1',0,6891
6895,19.0,female,24.0,29.0,European/Caucasian-American,Black/African American,0,7.0,4.0,Consulting,20.0,15.0,20.0,15.0,15.0,15.0,9.0,10.0,10.0,10.0,10.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,7.0,10.0,10.0,6.0,6.0,6.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.09,7.0,4.0,7.0,0.0,b'0',b'1',0,6891
6896,19.0,female,24.0,32.0,European/Caucasian-American,Latino/Hispanic American,0,7.0,4.0,Consulting,20.0,20.0,20.0,15.0,10.0,15.0,9.0,7.0,7.0,4.0,8.0,6.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,10.0,7.0,9.0,7.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,0.59,7.0,4.0,5.0,0.0,b'1',b'0',0,6891
6897,19.0,female,24.0,24.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,7.0,4.0,Consulting,25.0,26.0,15.0,10.0,9.0,15.0,8.0,5.0,5.0,5.0,9.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,6.0,10.0,10.0,8.0,8.0,7.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,0.24,7.0,4.0,5.0,0.0,b'1',b'0',0,6891
6898,19.0,female,24.0,29.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,7.0,4.0,Consulting,15.0,20.0,20.0,20.0,5.0,20.0,8.0,8.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,9.0,9.0,7.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,0.49,7.0,4.0,6.0,0.0,b'0',b'1',0,6891
6899,19.0,female,24.0,28.0,European/Caucasian-American,European/Caucasian-American,1,7.0,4.0,Consulting,20.0,10.0,20.0,20.0,20.0,0.0,8.0,9.0,8.0,7.0,8.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,0.06,7.0,4.0,8.0,0.0,b'1',b'1',1,6891
6900,19.0,female,24.0,29.0,European/Caucasian-American,European/Caucasian-American,1,7.0,4.0,Consulting,30.0,15.0,20.0,10.0,10.0,15.0,9.0,6.0,8.0,7.0,10.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,9.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,0.7,7.0,4.0,8.0,0.0,b'1',b'1',1,6891
