index,wave,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,museums,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,shopping,music,yoga,expected_happy_with_sd_people,expected_num_matches,id_,field_general,field_broad,level
6816,18.0,female,29.0,Asian/Pacific Islander/Asian-American,3.0,2.0,Business,25.0,20.0,15.0,10.0,15.0,15.0,8.0,8.0,6.0,7.0,7.0,1.0,7.0,1.0,8.0,8.0,7.0,6.0,2.0,8.0,8.0,4.0,7.0,7.0,6.0,8.0,6.0,8.0,2.0,1.0,"18.0, female, 29.0, Asian/Pacific Islander/Asian-American, 3.0, 2.0, Business, 25.0, 20.0, 15.0, 10.0, 15.0, 15.0, 8.0, 8.0, 6.0, 7.0, 7.0, 1.0, 7.0, 1.0, 8.0, 8.0, 7.0, 6.0, 2.0, 8.0, 8.0, 4.0, 7.0, 7.0, 6.0, 8.0, 6.0, 8.0, 2.0, 1.0",MBA-social,Business,Master
6822,18.0,female,55.0,Asian/Pacific Islander/Asian-American,1.0,1.0,SOA -- writing,25.0,0.0,25.0,25.0,0.0,25.0,7.0,6.0,7.0,8.0,3.0,1.0,9.0,2.0,1.0,8.0,9.0,10.0,1.0,1.0,10.0,4.0,7.0,3.0,10.0,1.0,8.0,1.0,10.0,0.0,"18.0, female, 55.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, SOA -- writing, 25.0, 0.0, 25.0, 25.0, 0.0, 25.0, 7.0, 6.0, 7.0, 8.0, 3.0, 1.0, 9.0, 2.0, 1.0, 8.0, 9.0, 10.0, 1.0, 1.0, 10.0, 4.0, 7.0, 3.0, 10.0, 1.0, 8.0, 1.0, 10.0, 0.0",BA-social,Social Sciences,Bachelor
6828,18.0,female,29.0,Asian/Pacific Islander/Asian-American,9.0,8.0,Business,50.0,5.0,25.0,20.0,0.0,0.0,10.0,10.0,9.0,10.0,10.0,9.0,8.0,1.0,6.0,10.0,6.0,9.0,3.0,6.0,9.0,7.0,8.0,8.0,4.0,10.0,1.0,9.0,5.0,5.0,"18.0, female, 29.0, Asian/Pacific Islander/Asian-American, 9.0, 8.0, Business, 50.0, 5.0, 25.0, 20.0, 0.0, 0.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 8.0, 1.0, 6.0, 10.0, 6.0, 9.0, 3.0, 6.0, 9.0, 7.0, 8.0, 8.0, 4.0, 10.0, 1.0, 9.0, 5.0, 5.0",MBA-social,Business,Master
6834,18.0,female,26.0,Asian/Pacific Islander/Asian-American,6.0,1.0,Finance,30.0,10.0,10.0,30.0,10.0,10.0,5.0,5.0,5.0,5.0,8.0,1.0,8.0,3.0,1.0,9.0,9.0,1.0,1.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,5.0,0.0,"18.0, female, 26.0, Asian/Pacific Islander/Asian-American, 6.0, 1.0, Finance, 30.0, 10.0, 10.0, 30.0, 10.0, 10.0, 5.0, 5.0, 5.0, 5.0, 8.0, 1.0, 8.0, 3.0, 1.0, 9.0, 9.0, 1.0, 1.0, 6.0, 4.0, 6.0, 8.0, 8.0, 8.0, 8.0, 8.0, 1.0, 5.0, 0.0",BA-social,Social Sciences,Bachelor
6840,18.0,male,33.0,European/Caucasian-American,2.0,1.0,History,20.0,10.0,20.0,15.0,15.0,20.0,8.0,8.0,7.0,9.0,7.0,9.0,10.0,7.0,10.0,10.0,10.0,8.0,1.0,7.0,9.0,10.0,6.0,9.0,10.0,1.0,10.0,5.0,8.0,1.0,"18.0, male, 33.0, European/Caucasian-American, 2.0, 1.0, History, 20.0, 10.0, 20.0, 15.0, 15.0, 20.0, 8.0, 8.0, 7.0, 9.0, 7.0, 9.0, 10.0, 7.0, 10.0, 10.0, 10.0, 8.0, 1.0, 7.0, 9.0, 10.0, 6.0, 9.0, 10.0, 1.0, 10.0, 5.0, 8.0, 1.0",BA-social,Social Sciences,Bachelor
6846,18.0,male,27.0,Other,2.0,2.0,biomedical informatics,40.0,20.0,20.0,10.0,10.0,0.0,6.0,8.0,9.0,8.0,7.0,9.0,7.0,8.0,9.0,9.0,7.0,9.0,8.0,6.0,2.0,2.0,7.0,6.0,6.0,4.0,6.0,4.0,7.0,3.0,"18.0, male, 27.0, Other, 2.0, 2.0, biomedical informatics, 40.0, 20.0, 20.0, 10.0, 10.0, 0.0, 6.0, 8.0, 9.0, 8.0, 7.0, 9.0, 7.0, 8.0, 9.0, 9.0, 7.0, 9.0, 8.0, 6.0, 2.0, 2.0, 7.0, 6.0, 6.0, 4.0, 6.0, 4.0, 7.0, 3.0",BA-STEM,STEM,Bachelor
6852,18.0,male,33.0,Asian/Pacific Islander/Asian-American,1.0,5.0,Electrical Engineering,30.0,30.0,10.0,10.0,0.0,20.0,4.0,9.0,6.0,8.0,2.0,8.0,6.0,7.0,5.0,2.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,2.0,9.0,2.0,8.0,3.0,"18.0, male, 33.0, Asian/Pacific Islander/Asian-American, 1.0, 5.0, Electrical Engineering, 30.0, 30.0, 10.0, 10.0, 0.0, 20.0, 4.0, 9.0, 6.0, 8.0, 2.0, 8.0, 6.0, 7.0, 5.0, 2.0, 6.0, 1.0, 2.0, 7.0, 3.0, 8.0, 5.0, 7.0, 6.0, 2.0, 9.0, 2.0, 8.0, 3.0",BA-STEM,STEM,Bachelor
6858,18.0,male,23.0,Asian/Pacific Islander/Asian-American,3.0,2.0,physics,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,7.0,8.0,7.0,5.0,4.0,4.0,7.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,7.0,1.0,5.0,0.0,"18.0, male, 23.0, Asian/Pacific Islander/Asian-American, 3.0, 2.0, physics, 15.0, 15.0, 15.0, 15.0, 15.0, 25.0, 6.0, 7.0, 7.0, 8.0, 7.0, 5.0, 4.0, 4.0, 7.0, 5.0, 3.0, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 7.0, 1.0, 5.0, 0.0",BA-STEM,STEM,Bachelor
6864,18.0,male,33.0,Asian/Pacific Islander/Asian-American,1.0,1.0,MBA,15.0,15.0,15.0,20.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,10.0,3.0,9.0,6.0,7.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,2.0,7.0,1.0,5.0,1.0,"18.0, male, 33.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, MBA, 15.0, 15.0, 15.0, 20.0, 15.0, 20.0, 5.0, 8.0, 8.0, 9.0, 10.0, 10.0, 3.0, 9.0, 6.0, 7.0, 3.0, 5.0, 5.0, 9.0, 3.0, 4.0, 6.0, 7.0, 7.0, 2.0, 7.0, 1.0, 5.0, 1.0",MA-social,Social Sciences,Master
6870,18.0,male,23.0,European/Caucasian-American,1.0,3.0,art history,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,8.0,7.0,5.0,4.0,8.0,8.0,1.0,3.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,1.0,10.0,1.0,4.0,1.0,"18.0, male, 23.0, European/Caucasian-American, 1.0, 3.0, art history, 20.0, 20.0, 20.0, 20.0, 20.0, 0.0, 7.0, 10.0, 8.0, 7.0, 5.0, 4.0, 8.0, 8.0, 1.0, 3.0, 8.0, 4.0, 1.0, 4.0, 9.0, 2.0, 1.0, 3.0, 10.0, 1.0, 10.0, 1.0, 4.0, 1.0",BA-social,Social Sciences,Bachelor
6876,19.0,female,24.0,European/Caucasian-American,1.0,1.0,working,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,4.0,5.0,2.0,9.0,8.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,4.0,8.0,2.0,5.0,0.0,"19.0, female, 24.0, European/Caucasian-American, 1.0, 1.0, working, 10.0, 20.0, 20.0, 15.0, 20.0, 15.0, 7.0, 9.0, 7.0, 8.0, 8.0, 4.0, 5.0, 2.0, 9.0, 8.0, 6.0, 4.0, 3.0, 2.0, 8.0, 5.0, 5.0, 7.0, 6.0, 4.0, 8.0, 2.0, 5.0, 0.0",Research,STEM,PhD
6891,19.0,female,24.0,European/Caucasian-American,7.0,4.0,Consulting,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,4.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,4.0,"19.0, female, 24.0, European/Caucasian-American, 7.0, 4.0, Consulting, 20.0, 20.0, 20.0, 20.0, 20.0, 0.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 4.0, 9.0, 9.0, 9.0, 8.0, 5.0, 8.0, 9.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 7.0, 4.0",Research,STEM,PhD
6906,19.0,female,25.0,Other,5.0,2.0,Human Rights: Middle East,15.0,25.0,15.0,15.0,15.0,15.0,8.0,9.0,6.0,8.0,8.0,8.0,7.0,3.0,7.0,7.0,8.0,8.0,2.0,6.0,8.0,7.0,5.0,9.0,9.0,7.0,9.0,6.0,4.0,2.0,"19.0, female, 25.0, Other, 5.0, 2.0, Human Rights: Middle East, 15.0, 25.0, 15.0, 15.0, 15.0, 15.0, 8.0, 9.0, 6.0, 8.0, 8.0, 8.0, 7.0, 3.0, 7.0, 7.0, 8.0, 8.0, 2.0, 6.0, 8.0, 7.0, 5.0, 9.0, 9.0, 7.0, 9.0, 6.0, 4.0, 2.0",BA-social,Social Sciences,Bachelor
6921,19.0,female,25.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Human Rights,20.0,10.0,20.0,20.0,10.0,20.0,8.0,8.0,8.0,6.0,6.0,10.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,9.0,7.0,7.0,7.0,6.0,8.0,9.0,4.0,6.0,"19.0, female, 25.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Human Rights, 20.0, 10.0, 20.0, 20.0, 10.0, 20.0, 8.0, 8.0, 8.0, 6.0, 6.0, 10.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 3.0, 4.0, 7.0, 9.0, 7.0, 7.0, 7.0, 6.0, 8.0, 9.0, 4.0, 6.0",BA-social,Social Sciences,Bachelor
6936,19.0,female,29.0,Asian/Pacific Islander/Asian-American,1.0,1.0,medicine,10.0,20.0,25.0,25.0,10.0,10.0,4.0,9.0,5.0,8.0,6.0,1.0,10.0,1.0,1.0,10.0,10.0,2.0,1.0,3.0,10.0,5.0,10.0,10.0,6.0,10.0,6.0,1.0,4.0,4.0,"19.0, female, 29.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, medicine, 10.0, 20.0, 25.0, 25.0, 10.0, 10.0, 4.0, 9.0, 5.0, 8.0, 6.0, 1.0, 10.0, 1.0, 1.0, 10.0, 10.0, 2.0, 1.0, 3.0, 10.0, 5.0, 10.0, 10.0, 6.0, 10.0, 6.0, 1.0, 4.0, 4.0",BA-STEM,STEM,Bachelor
6951,19.0,female,30.0,Asian/Pacific Islander/Asian-American,8.0,8.0,medicine,15.0,15.0,25.0,10.0,15.0,20.0,7.0,8.0,8.0,9.0,9.0,3.0,7.0,4.0,6.0,10.0,7.0,5.0,2.0,9.0,7.0,8.0,6.0,8.0,6.0,10.0,6.0,4.0,5.0,2.0,"19.0, female, 30.0, Asian/Pacific Islander/Asian-American, 8.0, 8.0, medicine, 15.0, 15.0, 25.0, 10.0, 15.0, 20.0, 7.0, 8.0, 8.0, 9.0, 9.0, 3.0, 7.0, 4.0, 6.0, 10.0, 7.0, 5.0, 2.0, 9.0, 7.0, 8.0, 6.0, 8.0, 6.0, 10.0, 6.0, 4.0, 5.0, 2.0",BA-STEM,STEM,Bachelor
6966,19.0,female,25.0,Latino/Hispanic American,1.0,3.0,Urban Planning,10.0,25.0,25.0,20.0,10.0,10.0,8.0,10.0,10.0,8.0,9.0,10.0,9.0,6.0,7.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,5.0,10.0,9.0,4.0,12.0,"19.0, female, 25.0, Latino/Hispanic American, 1.0, 3.0, Urban Planning, 10.0, 25.0, 25.0, 20.0, 10.0, 10.0, 8.0, 10.0, 10.0, 8.0, 9.0, 10.0, 9.0, 6.0, 7.0, 9.0, 8.0, 9.0, 1.0, 7.0, 8.0, 1.0, 10.0, 10.0, 10.0, 5.0, 10.0, 9.0, 4.0, 12.0",BA-social,Social Sciences,Bachelor
6981,19.0,female,34.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,8.0,10.0,7.0,7.0,8.0,5.0,5.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,7.0,9.0,7.0,7.0,3.0,"19.0, female, 34.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Biotechnology, 15.0, 20.0, 20.0, 15.0, 15.0, 15.0, 7.0, 9.0, 8.0, 10.0, 7.0, 7.0, 8.0, 5.0, 5.0, 8.0, 8.0, 8.0, 6.0, 6.0, 9.0, 8.0, 8.0, 9.0, 9.0, 7.0, 9.0, 7.0, 7.0, 3.0",BA-STEM,STEM,Bachelor
6996,19.0,female,30.0,Black/African American,1.0,1.0,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9.0,9.0,10.0,8.0,7.0,10.0,7.0,2.0,10.0,10.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,6.0,10.0,9.0,9.0,6.0,"19.0, female, 30.0, Black/African American, 1.0, 1.0, biotechnology, 15.0, 20.0, 10.0, 30.0, 5.0, 20.0, 9.0, 9.0, 10.0, 8.0, 7.0, 10.0, 7.0, 2.0, 10.0, 10.0, 7.0, 9.0, 2.0, 9.0, 8.0, 1.0, 4.0, 3.0, 7.0, 6.0, 10.0, 9.0, 9.0, 6.0",BA-STEM,STEM,Bachelor
7011,19.0,female,27.0,Latino/Hispanic American,1.0,2.0,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5.0,8.0,5.0,7.0,7.0,1.0,6.0,1.0,6.0,10.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,6.0,5.0,9.0,5.0,-1.0,"19.0, female, 27.0, Latino/Hispanic American, 1.0, 2.0, SIPA-International Affairs, 10.0, 15.0, 30.0, 10.0, 15.0, 20.0, 5.0, 8.0, 5.0, 7.0, 7.0, 1.0, 6.0, 1.0, 6.0, 10.0, 5.0, 2.0, 0.0, 5.0, 4.0, 4.0, 9.0, 8.0, 3.0, 6.0, 5.0, 9.0, 5.0, -1.0",BA-social,Social Sciences,Bachelor
7026,19.0,female,25.0,European/Caucasian-American,1.0,3.0,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7.0,9.0,5.0,7.0,6.0,4.0,5.0,1.0,7.0,9.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,3.0,5.0,2.0,"19.0, female, 25.0, European/Caucasian-American, 1.0, 3.0, SIPA-International Affairs, 20.0, 20.0, 20.0, 15.0, 15.0, 10.0, 7.0, 9.0, 5.0, 7.0, 6.0, 4.0, 5.0, 1.0, 7.0, 9.0, 5.0, 4.0, 1.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 6.0, 7.0, 3.0, 5.0, 2.0",BA-social,Social Sciences,Bachelor
7041,19.0,female,27.0,Latino/Hispanic American,5.0,7.0,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6.0,8.0,7.0,7.0,7.0,9.0,6.0,6.0,7.0,8.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,6.0,7.0,4.0,7.0,3.0,"19.0, female, 27.0, Latino/Hispanic American, 5.0, 7.0, Electrical Engineering, 16.0, 19.0, 16.0, 17.0, 15.0, 17.0, 6.0, 8.0, 7.0, 7.0, 7.0, 9.0, 6.0, 6.0, 7.0, 8.0, 8.0, 8.0, 4.0, 7.0, 7.0, 4.0, 7.0, 8.0, 7.0, 6.0, 7.0, 4.0, 7.0, 3.0",BA-STEM,STEM,Bachelor
7056,19.0,female,26.0,European/Caucasian-American,4.0,4.0,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7.0,8.0,9.0,8.0,7.0,9.0,7.0,7.0,9.0,7.0,9.0,9.0,3.0,3.0,8.0,4.0,7.0,9.0,8.0,4.0,9.0,6.0,4.0,-1.0,"19.0, female, 26.0, European/Caucasian-American, 4.0, 4.0, International Affairs, 20.0, 20.0, 10.0, 20.0, 10.0, 20.0, 7.0, 8.0, 9.0, 8.0, 7.0, 9.0, 7.0, 7.0, 9.0, 7.0, 9.0, 9.0, 3.0, 3.0, 8.0, 4.0, 7.0, 9.0, 8.0, 4.0, 9.0, 6.0, 4.0, -1.0",BA-social,Social Sciences,Bachelor
7071,19.0,female,27.0,European/Caucasian-American,3.0,3.0,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,10.0,9.0,7.0,9.0,1.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,1.5,"19.0, female, 27.0, European/Caucasian-American, 3.0, 3.0, International affairs, 15.0, 15.0, 20.0, 20.0, 15.0, 15.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 7.0, 10.0, 9.0, 7.0, 9.0, 1.0, 7.0, 5.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 1.5",BA-social,Social Sciences,Bachelor
7086,19.0,female,26.0,European/Caucasian-American,4.0,6.0,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8.0,9.0,10.0,8.0,7.0,7.0,9.0,1.0,8.0,9.0,9.0,3.0,1.0,6.0,10.0,3.0,3.0,4.0,4.0,5.0,4.0,7.0,4.0,6.0,"19.0, female, 26.0, European/Caucasian-American, 4.0, 6.0, Urban Planning, 16.0, 18.0, 18.0, 20.0, 12.0, 16.0, 8.0, 9.0, 10.0, 8.0, 7.0, 7.0, 9.0, 1.0, 8.0, 9.0, 9.0, 3.0, 1.0, 6.0, 10.0, 3.0, 3.0, 4.0, 4.0, 5.0, 4.0, 7.0, 4.0, 6.0",BA-social,Social Sciences,Bachelor
7101,19.0,male,23.0,European/Caucasian-American,8.0,1.0,teaching of English,25.0,20.0,15.0,20.0,5.0,15.0,8.0,7.0,8.0,9.0,5.0,3.0,8.0,3.0,7.0,9.0,7.0,1.0,2.0,5.0,8.0,2.0,7.0,10.0,10.0,6.0,10.0,1.0,6.0,4.0,"19.0, male, 23.0, European/Caucasian-American, 8.0, 1.0, teaching of English, 25.0, 20.0, 15.0, 20.0, 5.0, 15.0, 8.0, 7.0, 8.0, 9.0, 5.0, 3.0, 8.0, 3.0, 7.0, 9.0, 7.0, 1.0, 2.0, 5.0, 8.0, 2.0, 7.0, 10.0, 10.0, 6.0, 10.0, 1.0, 6.0, 4.0",BA-social,Social Sciences,Bachelor
7116,19.0,male,30.0,European/Caucasian-American,2.0,6.0,MBA,20.0,10.0,22.0,20.0,15.0,13.0,7.0,10.0,9.0,8.0,8.0,9.0,6.0,7.0,5.0,9.0,5.0,8.0,2.0,5.0,9.0,6.0,7.0,7.0,2.0,4.0,4.0,3.0,4.0,3.0,"19.0, male, 30.0, European/Caucasian-American, 2.0, 6.0, MBA, 20.0, 10.0, 22.0, 20.0, 15.0, 13.0, 7.0, 10.0, 9.0, 8.0, 8.0, 9.0, 6.0, 7.0, 5.0, 9.0, 5.0, 8.0, 2.0, 5.0, 9.0, 6.0, 7.0, 7.0, 2.0, 4.0, 4.0, 3.0, 4.0, 3.0",MA-social,Social Sciences,Master
7131,19.0,male,28.0,European/Caucasian-American,1.0,1.0,Sociology,40.0,20.0,20.0,20.0,0.0,0.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,5.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,3.0,"19.0, male, 28.0, European/Caucasian-American, 1.0, 1.0, Sociology, 40.0, 20.0, 20.0, 20.0, 0.0, 0.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 1.0, 10.0, 10.0, 10.0, 5.0, 1.0, 1.0, 10.0, 5.0, 10.0, 10.0, 10.0, 10.0, 10.0, 5.0, 5.0, 3.0",BA-social,Social Sciences,Bachelor
7146,19.0,male,31.0,Asian/Pacific Islander/Asian-American,1.0,1.0,GSAS,16.0,16.0,20.0,16.0,16.0,16.0,4.0,8.0,2.0,9.0,9.0,7.0,9.0,3.0,5.0,9.0,9.0,9.0,3.0,7.0,9.0,1.0,9.0,9.0,9.0,2.0,9.0,7.0,6.0,1.0,"19.0, male, 31.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, GSAS, 16.0, 16.0, 20.0, 16.0, 16.0, 16.0, 4.0, 8.0, 2.0, 9.0, 9.0, 7.0, 9.0, 3.0, 5.0, 9.0, 9.0, 9.0, 3.0, 7.0, 9.0, 1.0, 9.0, 9.0, 9.0, 2.0, 9.0, 7.0, 6.0, 1.0",BA-social,Social Sciences,Bachelor
7161,19.0,male,29.0,Black/African American,4.0,3.0,African-American Studies/History,20.0,15.0,20.0,15.0,15.0,15.0,8.0,8.0,7.0,8.0,7.0,6.0,7.0,10.0,9.0,7.0,7.0,4.0,6.0,6.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0,4.0,6.0,8.0,"19.0, male, 29.0, Black/African American, 4.0, 3.0, African-American Studies/History, 20.0, 15.0, 20.0, 15.0, 15.0, 15.0, 8.0, 8.0, 7.0, 8.0, 7.0, 6.0, 7.0, 10.0, 9.0, 7.0, 7.0, 4.0, 6.0, 6.0, 9.0, 8.0, 8.0, 8.0, 7.0, 7.0, 8.0, 4.0, 6.0, 8.0",BA-social,Social Sciences,Bachelor
7176,19.0,male,32.0,Latino/Hispanic American,1.0,1.0,Neurosciences/Stem cells,20.0,20.0,20.0,15.0,10.0,15.0,7.0,10.0,8.0,9.0,9.0,7.0,8.0,1.0,3.0,10.0,6.0,4.0,1.0,9.0,8.0,1.0,7.0,10.0,5.0,2.0,8.0,2.0,8.0,1.0,"19.0, male, 32.0, Latino/Hispanic American, 1.0, 1.0, Neurosciences/Stem cells, 20.0, 20.0, 20.0, 15.0, 10.0, 15.0, 7.0, 10.0, 8.0, 9.0, 9.0, 7.0, 8.0, 1.0, 3.0, 10.0, 6.0, 4.0, 1.0, 9.0, 8.0, 1.0, 7.0, 10.0, 5.0, 2.0, 8.0, 2.0, 8.0, 1.0",BA-STEM,STEM,Bachelor
7191,19.0,male,24.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Classics,25.0,26.0,15.0,10.0,9.0,15.0,7.0,9.0,6.0,8.0,5.0,4.0,5.0,4.0,2.0,8.0,3.0,2.0,5.0,2.0,7.0,8.0,5.0,9.0,6.0,6.0,10.0,2.0,5.0,2.0,"19.0, male, 24.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Classics, 25.0, 26.0, 15.0, 10.0, 9.0, 15.0, 7.0, 9.0, 6.0, 8.0, 5.0, 4.0, 5.0, 4.0, 2.0, 8.0, 3.0, 2.0, 5.0, 2.0, 7.0, 8.0, 5.0, 9.0, 6.0, 6.0, 10.0, 2.0, 5.0, 2.0",BA-social,Social Sciences,Bachelor
7206,19.0,male,29.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Business,15.0,20.0,20.0,20.0,5.0,20.0,5.0,10.0,7.0,10.0,8.0,3.0,5.0,3.0,3.0,9.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,5.0,4.0,"19.0, male, 29.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Business, 15.0, 20.0, 20.0, 20.0, 5.0, 20.0, 5.0, 10.0, 7.0, 10.0, 8.0, 3.0, 5.0, 3.0, 3.0, 9.0, 1.0, 1.0, 1.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 3.0, 5.0, 4.0",MBA-social,Business,Master
7221,19.0,male,28.0,European/Caucasian-American,6.0,5.0,Business,20.0,10.0,20.0,20.0,20.0,0.0,6.0,8.0,8.0,9.0,10.0,7.0,9.0,7.0,7.0,9.0,9.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,6.0,7.0,5.0,6.0,-1.0,"19.0, male, 28.0, European/Caucasian-American, 6.0, 5.0, Business, 20.0, 10.0, 20.0, 20.0, 20.0, 0.0, 6.0, 8.0, 8.0, 9.0, 10.0, 7.0, 9.0, 7.0, 7.0, 9.0, 9.0, 6.0, 9.0, 9.0, 6.0, 6.0, 9.0, 9.0, 9.0, 6.0, 7.0, 5.0, 6.0, -1.0",MBA-social,Business,Master
7236,19.0,male,29.0,European/Caucasian-American,6.0,1.0,film,30.0,15.0,20.0,10.0,10.0,15.0,3.0,7.0,6.0,8.0,6.0,3.0,7.0,1.0,2.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,8.0,10.0,9.0,7.0,8.0,4.0,3.0,3.0,"19.0, male, 29.0, European/Caucasian-American, 6.0, 1.0, film, 30.0, 15.0, 20.0, 10.0, 10.0, 15.0, 3.0, 7.0, 6.0, 8.0, 6.0, 3.0, 7.0, 1.0, 2.0, 7.0, 7.0, 6.0, 2.0, 5.0, 9.0, 9.0, 8.0, 10.0, 9.0, 7.0, 8.0, 4.0, 3.0, 3.0",BA-social,Social Sciences,Bachelor
7251,19.0,male,29.0,Latino/Hispanic American,3.0,3.0,MBA,30.0,10.0,25.0,20.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,2.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,2.0,7.0,8.0,8.0,9.0,9.0,6.0,5.0,2.5,"19.0, male, 29.0, Latino/Hispanic American, 3.0, 3.0, MBA, 30.0, 10.0, 25.0, 20.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 9.0, 9.0, 2.0, 9.0, 9.0, 8.0, 9.0, 7.0, 9.0, 8.0, 2.0, 7.0, 8.0, 8.0, 9.0, 9.0, 6.0, 5.0, 2.5",MA-social,Social Sciences,Master
7266,19.0,male,30.0,Other,1.0,1.0,physics,30.0,0.0,30.0,30.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,4.0,10.0,7.0,5.0,5.0,2.0,10.0,5.0,10.0,7.0,3.0,"19.0, male, 30.0, Other, 1.0, 1.0, physics, 30.0, 0.0, 30.0, 30.0, 10.0, 0.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 2.0, 4.0, 10.0, 7.0, 5.0, 5.0, 2.0, 10.0, 5.0, 10.0, 7.0, 3.0",BA-STEM,STEM,Bachelor
